program,site,year,month,replicate,replicatetype,sppname,commonname,trophicgroup,counts
TCRMP,Coculus Rock,2015,8,2,transect,Sparisoma viride,stoplight parrotfish,herb,3
TCRMP,Coculus Rock,2015,8,2,transect,Scarus iseri,striped parrotfish,herb,5
TCRMP,Coculus Rock,2015,8,2,transect,Halichoeres garnoti,yellowhead wrasse,inv,1
TCRMP,Coculus Rock,2015,8,2,transect,Microspathodon chrysurus,yellowtail damselfish,herb,4
TCRMP,Coculus Rock,2015,8,2,transect,Sparisoma rubripinne,yellowtail parrotfish,herb,11
TCRMP,Coculus Rock,2015,8,3,transect,Chaetodon striatus,banded butterflyfish,inv,1
TCRMP,Coculus Rock,2015,8,3,transect,Stegastes leucostictus,beaugregory,herb,4
TCRMP,Coculus Rock,2015,8,3,transect,Acanthurus coeruleus,blue tang,herb,19
TCRMP,Coculus Rock,2015,8,3,transect,Thalassoma bifasciatum,bluehead wrasse,plank,30
TCRMP,Coculus Rock,2015,8,3,transect,Halichoeres maculipinna,clown wrasse,inv,3
TCRMP,Coculus Rock,2015,8,3,transect,Acanthurus chirurgus,doctorfish,herb,1
TCRMP,Coculus Rock,2015,8,3,transect,Chaetodon capistratus,foureye butterflyfish,inv,2
TCRMP,Coculus Rock,2015,8,3,transect,Haemulon flavolineatum,French grunt,inv,3
TCRMP,Coculus Rock,2015,8,3,transect,Stegastes diencaeus,longfin damselfish,herb,1
TCRMP,Coculus Rock,2015,8,3,transect,Acanthurus bahianus,ocean surgeonfish,herb,7
TCRMP,Coculus Rock,2015,8,3,transect,Sparisoma aurofrenatum,redband parrotfish,herb,12
TCRMP,Coculus Rock,2015,8,3,transect,Abudefduf saxatilis,sergeant major,plank,3
TCRMP,Coculus Rock,2015,8,3,transect,Halichoeres bivittatus,slippery dick,inv,1
TCRMP,Coculus Rock,2015,8,3,transect,Lactophrys triqueter,smooth trunkfish,inv,1
TCRMP,Coculus Rock,2015,8,3,transect,Sparisoma viride,stoplight parrotfish,herb,11
TCRMP,Coculus Rock,2015,8,3,transect,Scarus iseri,striped parrotfish,herb,7
TCRMP,Coculus Rock,2015,8,3,transect,Halichoeres garnoti,yellowhead wrasse,inv,3
TCRMP,Coculus Rock,2015,8,3,transect,Microspathodon chrysurus,yellowtail damselfish,herb,2
TCRMP,Coculus Rock,2015,8,3,transect,Sparisoma rubripinne,yellowtail parrotfish,herb,4
TCRMP,Coculus Rock,2015,8,3,transect,Ocyurus chrysurus,yellowtail snapper,pisc,1
TCRMP,Coculus Rock,2015,8,4,transect,Stegastes leucostictus,beaugregory,herb,7
TCRMP,Coculus Rock,2015,8,4,transect,Stegastes partitus,bicolor damselfish,herb,4
TCRMP,Coculus Rock,2015,8,4,transect,Acanthurus coeruleus,blue tang,herb,12
TCRMP,Coculus Rock,2015,8,4,transect,Thalassoma bifasciatum,bluehead wrasse,plank,81
TCRMP,Coculus Rock,2015,8,4,transect,Haemulon sciurus,bluestriped grunt,inv,1
TCRMP,Coculus Rock,2015,8,4,transect,Halichoeres maculipinna,clown wrasse,inv,12
TCRMP,Coculus Rock,2015,8,4,transect,Acanthurus chirurgus,doctorfish,herb,3
TCRMP,Coculus Rock,2015,8,4,transect,Stegastes adustus,dusky damselfish,herb,27
TCRMP,Coculus Rock,2015,8,4,transect,Acanthurus bahianus,ocean surgeonfish,herb,7
TCRMP,Coculus Rock,2015,8,4,transect,Scarus taeniopterus,princess parrotfish,herb,7
TCRMP,Coculus Rock,2015,8,4,transect,Halichoeres radiatus,puddingwife,inv,2
TCRMP,Coculus Rock,2015,8,4,transect,Sparisoma aurofrenatum,redband parrotfish,herb,5
TCRMP,Coculus Rock,2015,8,4,transect,Lutjanus apodus,schoolmaster,inv,1
TCRMP,Coculus Rock,2015,8,4,transect,Canthigaster rostrata,sharpnose puffer,inv,1
TCRMP,Coculus Rock,2015,8,4,transect,Sparisoma viride,stoplight parrotfish,herb,18
TCRMP,Coculus Rock,2015,8,4,transect,Scarus iseri,striped parrotfish,herb,24
TCRMP,Coculus Rock,2015,8,4,transect,Stegastes planifrons,threespot damselfish,herb,3
TCRMP,Coculus Rock,2015,8,4,transect,Microspathodon chrysurus,yellowtail damselfish,herb,1
TCRMP,Coculus Rock,2015,10,5,transect,Chaetodon striatus,banded butterflyfish,inv,3
TCRMP,Coculus Rock,2015,10,5,transect,Caranx ruber,bar jack,inv,1
TCRMP,Coculus Rock,2015,10,5,transect,Stegastes leucostictus,beaugregory,herb,2
TCRMP,Coculus Rock,2015,10,5,transect,Acanthurus coeruleus,blue tang,herb,20
TCRMP,Coculus Rock,2015,10,5,transect,Acanthurus coeruleus,blue tang,herb,6
TCRMP,Coculus Rock,2015,10,5,transect,Acanthurus coeruleus,blue tang,herb,2
TCRMP,Coculus Rock,2015,10,5,transect,Thalassoma bifasciatum,bluehead wrasse,plank,30
TCRMP,Coculus Rock,2015,10,5,transect,Haemulon carbonarium,Caesar grunt,inv,1
TCRMP,Coculus Rock,2015,10,5,transect,Acanthurus chirurgus,doctorfish,herb,14
TCRMP,Coculus Rock,2015,10,5,transect,Acanthurus chirurgus,doctorfish,herb,6
TCRMP,Coculus Rock,2015,10,5,transect,Holocentrus rufus,longspine squirrelfish,inv,1
TCRMP,Coculus Rock,2015,10,5,transect,Lutjanus mahogoni,mahogany snapper,inv,1
TCRMP,Coculus Rock,2015,10,5,transect,Halichoeres radiatus,puddingwife,inv,5
TCRMP,Coculus Rock,2015,10,5,transect,Sparisoma aurofrenatum,redband parrotfish,herb,2
TCRMP,Coculus Rock,2015,10,5,transect,Sparisoma chrysopterum,redtail parrotfish,herb,5
TCRMP,Coculus Rock,2015,10,5,transect,Lutjanus apodus,schoolmaster,inv,6
TCRMP,Coculus Rock,2015,10,5,transect,Sparisoma viride,stoplight parrotfish,herb,10
TCRMP,Coculus Rock,2015,10,5,transect,Sparisoma viride,stoplight parrotfish,herb,5
TCRMP,Coculus Rock,2015,10,5,transect,Stegastes planifrons,threespot damselfish,herb,15
TCRMP,Coculus Rock,2015,10,5,transect,Halichoeres garnoti,yellowhead wrasse,inv,25
TCRMP,Coculus Rock,2015,10,5,transect,Microspathodon chrysurus,yellowtail damselfish,herb,3
TCRMP,Coculus Rock,2015,10,5,transect,Microspathodon chrysurus,yellowtail damselfish,herb,2
TCRMP,Coculus Rock,2015,10,5,transect,Sparisoma rubripinne,yellowtail parrotfish,herb,5
TCRMP,Coculus Rock,2015,10,5,transect,Ocyurus chrysurus,yellowtail snapper,pisc,9
TCRMP,Coculus Rock,2015,10,6,transect,Chaetodon striatus,banded butterflyfish,inv,2
TCRMP,Coculus Rock,2015,10,6,transect,Stegastes leucostictus,beaugregory,herb,4
TCRMP,Coculus Rock,2015,10,6,transect,Acanthurus coeruleus,blue tang,herb,5
TCRMP,Coculus Rock,2015,10,6,transect,Acanthurus coeruleus,blue tang,herb,9
TCRMP,Coculus Rock,2015,10,6,transect,Thalassoma bifasciatum,bluehead wrasse,plank,26
TCRMP,Coculus Rock,2015,10,6,transect,Acanthurus chirurgus,doctorfish,herb,5
TCRMP,Coculus Rock,2015,10,6,transect,Chaetodon capistratus,foureye butterflyfish,inv,2
TCRMP,Coculus Rock,2015,10,6,transect,Haemulon flavolineatum,French grunt,inv,2
TCRMP,Coculus Rock,2015,10,6,transect,Lutjanus mahogoni,mahogany snapper,inv,1
TCRMP,Coculus Rock,2015,10,6,transect,Sparisoma aurofrenatum,redband parrotfish,herb,4
TCRMP,Coculus Rock,2015,10,6,transect,Lutjanus apodus,schoolmaster,inv,7
TCRMP,Coculus Rock,2015,10,6,transect,Abudefduf saxatilis,sergeant major,plank,4
TCRMP,Coculus Rock,2015,10,6,transect,Bodianus rufus,Spanish hogfish,inv,1
TCRMP,Coculus Rock,2015,10,6,transect,Sparisoma viride,stoplight parrotfish,herb,3
TCRMP,Coculus Rock,2015,10,6,transect,Scarus iseri,striped parrotfish,herb,1
TCRMP,Coculus Rock,2015,10,6,transect,Scarus iseri,striped parrotfish,herb,28
TCRMP,Coculus Rock,2015,10,6,transect,Halichoeres garnoti,yellowhead wrasse,inv,4
TCRMP,Coculus Rock,2015,10,6,transect,Microspathodon chrysurus,yellowtail damselfish,herb,1
TCRMP,Coculus Rock,2015,10,6,transect,Ocyurus chrysurus,yellowtail snapper,pisc,3
TCRMP,Coculus Rock,2015,10,7,transect,Stegastes leucostictus,beaugregory,herb,4
TCRMP,Coculus Rock,2015,10,7,transect,Acanthurus coeruleus,blue tang,herb,9
TCRMP,Coculus Rock,2015,10,7,transect,Acanthurus coeruleus,blue tang,herb,8
TCRMP,Coculus Rock,2015,10,7,transect,Thalassoma bifasciatum,bluehead wrasse,plank,20
TCRMP,Coculus Rock,2015,10,7,transect,Thalassoma bifasciatum,bluehead wrasse,plank,20
TCRMP,Coculus Rock,2015,10,7,transect,Acanthurus chirurgus,doctorfish,herb,10
TCRMP,Coculus Rock,2015,10,7,transect,Stegastes adustus,dusky damselfish,herb,10
TCRMP,Coculus Rock,2015,10,7,transect,Sparisoma aurofrenatum,redband parrotfish,herb,2
TCRMP,Coculus Rock,2015,10,7,transect,Sparisoma aurofrenatum,redband parrotfish,herb,1
TCRMP,Coculus Rock,2015,10,7,transect,Acanthostracion quadricornis,scrawled cowfish,inv,1
TCRMP,Coculus Rock,2015,10,7,transect,Abudefduf saxatilis,sergeant major,plank,3
TCRMP,Coculus Rock,2015,10,7,transect,Pseudupeneus maculatus,spotted goatfish,inv,1
TCRMP,Coculus Rock,2015,10,7,transect,Sparisoma viride,stoplight parrotfish,herb,14
TCRMP,Coculus Rock,2015,10,7,transect,Scarus iseri,striped parrotfish,herb,60
TCRMP,Coculus Rock,2015,10,7,transect,Scarus iseri,striped parrotfish,herb,25
TCRMP,Coculus Rock,2015,10,7,transect,Aulostomus maculatus,trumpetfish,inv,2
TCRMP,Coculus Rock,2015,10,7,transect,Microspathodon chrysurus,yellowtail damselfish,herb,1
TCRMP,Coculus Rock,2015,10,7,transect,Ocyurus chrysurus,yellowtail snapper,pisc,20
TCRMP,Coculus Rock,2015,10,8,transect,Caranx ruber,bar jack,inv,12
TCRMP,Coculus Rock,2015,10,8,transect,Hypoplectrus puella,barred hamlet,inv,1
TCRMP,Coculus Rock,2015,10,8,transect,Stegastes leucostictus,beaugregory,herb,6
TCRMP,Coculus Rock,2015,10,8,transect,Chromis cyanea,blue chromis,plank,16
TCRMP,Coculus Rock,2015,10,8,transect,Acanthurus coeruleus,blue tang,herb,14
TCRMP,Coculus Rock,2015,10,8,transect,Thalassoma bifasciatum,bluehead wrasse,plank,151
TCRMP,Coculus Rock,2015,10,8,transect,Haemulon sciurus,bluestriped grunt,inv,3
TCRMP,Coculus Rock,2015,10,8,transect,Chromis multilineata,brown chromis,plank,9
TCRMP,Coculus Rock,2015,10,8,transect,Haemulon carbonarium,Caesar grunt,inv,1
TCRMP,Coculus Rock,2015,10,8,transect,Lutjanus cyanopterus,cubera snapper,pisc,1
TCRMP,Coculus Rock,2015,10,8,transect,Acanthurus chirurgus,doctorfish,herb,33
TCRMP,Coculus Rock,2015,10,8,transect,Chaetodon capistratus,foureye butterflyfish,inv,4
TCRMP,Coculus Rock,2015,10,8,transect,Haemulon flavolineatum,French grunt,inv,3
TCRMP,Coculus Rock,2015,10,8,transect,Lutjanus griseus,gray snapper,inv,3
TCRMP,Coculus Rock,2015,10,8,transect,Cephalopholis cruentata,graysby,pisc,1
TCRMP,Coculus Rock,2015,10,8,transect,Stegastes diencaeus,longfin damselfish,herb,5
TCRMP,Coculus Rock,2015,10,8,transect,Acanthurus bahianus,ocean surgeonfish,herb,24
TCRMP,Coculus Rock,2015,10,8,transect,Halichoeres radiatus,puddingwife,inv,1
TCRMP,Coculus Rock,2015,10,8,transect,Sparisoma aurofrenatum,redband parrotfish,herb,6
TCRMP,Coculus Rock,2015,10,8,transect,Lutjanus apodus,schoolmaster,inv,3
TCRMP,Coculus Rock,2015,10,8,transect,Abudefduf saxatilis,sergeant major,plank,32
TCRMP,Coculus Rock,2015,10,8,transect,Halichoeres bivittatus,slippery dick,inv,1
TCRMP,Coculus Rock,2015,10,8,transect,Lactophrys bicaudalis,spotted trunkfish,inv,1
TCRMP,Coculus Rock,2015,10,8,transect,Sparisoma viride,stoplight parrotfish,herb,9
TCRMP,Coculus Rock,2015,10,8,transect,Scarus iseri,striped parrotfish,herb,12
TCRMP,Coculus Rock,2015,10,8,transect,Aulostomus maculatus,trumpetfish,inv,1
TCRMP,Coculus Rock,2015,10,8,transect,Haemulon plumierii,white grunt,inv,3
TCRMP,Coculus Rock,2015,10,8,transect,Halichoeres garnoti,yellowhead wrasse,inv,13
TCRMP,Coculus Rock,2015,10,8,transect,Hypoplectrus chlorurus,yellowtail hamlet,inv,3
TCRMP,Coculus Rock,2015,10,8,transect,Hypoplectrus chlorurus,yellowtail hamlet,inv,1
TCRMP,Coculus Rock,2015,10,8,transect,Ocyurus chrysurus,yellowtail snapper,pisc,1
TCRMP,Coculus Rock,2015,10,9,transect,Caranx ruber,bar jack,inv,1
TCRMP,Coculus Rock,2015,10,9,transect,Stegastes leucostictus,beaugregory,herb,5
TCRMP,Coculus Rock,2015,10,9,transect,Stegastes partitus,bicolor damselfish,herb,2
TCRMP,Coculus Rock,2015,10,9,transect,Acanthurus coeruleus,blue tang,herb,40
TCRMP,Coculus Rock,2015,10,9,transect,Thalassoma bifasciatum,bluehead wrasse,plank,82
TCRMP,Coculus Rock,2015,10,9,transect,Acanthurus chirurgus,doctorfish,herb,9
TCRMP,Coculus Rock,2015,10,9,transect,Chaetodon capistratus,foureye butterflyfish,inv,2
TCRMP,Coculus Rock,2015,10,9,transect,Haemulon flavolineatum,French grunt,inv,8
TCRMP,Coculus Rock,2015,10,9,transect,Stegastes diencaeus,longfin damselfish,herb,11
TCRMP,Coculus Rock,2015,10,9,transect,Acanthurus bahianus,ocean surgeonfish,herb,3
TCRMP,Coculus Rock,2015,10,9,transect,Halichoeres radiatus,puddingwife,inv,1
TCRMP,Coculus Rock,2015,10,9,transect,Sparisoma aurofrenatum,redband parrotfish,herb,10
TCRMP,Coculus Rock,2015,10,9,transect,Lutjanus apodus,schoolmaster,inv,3
TCRMP,Coculus Rock,2015,10,9,transect,Abudefduf saxatilis,sergeant major,plank,23
TCRMP,Coculus Rock,2015,10,9,transect,Sparisoma viride,stoplight parrotfish,herb,1
TCRMP,Coculus Rock,2015,10,9,transect,Scarus iseri,striped parrotfish,herb,3
TCRMP,Coculus Rock,2015,10,9,transect,Halichoeres garnoti,yellowhead wrasse,inv,4
TCRMP,Coculus Rock,2015,10,9,transect,Hypoplectrus chlorurus,yellowtail hamlet,inv,2
TCRMP,Coculus Rock,2015,10,9,transect,Ocyurus chrysurus,yellowtail snapper,pisc,1
TCRMP,Coculus Rock,2015,10,10,transect,Caranx ruber,bar jack,inv,6
TCRMP,Coculus Rock,2015,10,10,transect,Stegastes leucostictus,beaugregory,herb,9
TCRMP,Coculus Rock,2015,10,10,transect,Stegastes partitus,bicolor damselfish,herb,9
TCRMP,Coculus Rock,2015,10,10,transect,Acanthurus coeruleus,blue tang,herb,6
TCRMP,Coculus Rock,2015,10,10,transect,Acanthurus coeruleus,blue tang,herb,53
TCRMP,Coculus Rock,2015,10,10,transect,Scomberomorus regalis,cero,pisc,1
TCRMP,Coculus Rock,2015,10,10,transect,Chaetodon capistratus,foureye butterflyfish,inv,3
TCRMP,Coculus Rock,2015,10,10,transect,Cephalopholis cruentata,graysby,pisc,1
TCRMP,Coculus Rock,2015,10,10,transect,Stegastes diencaeus,longfin damselfish,herb,14
TCRMP,Coculus Rock,2015,10,10,transect,Holocentrus rufus,longspine squirrelfish,inv,2
TCRMP,Coculus Rock,2015,10,10,transect,Acanthurus bahianus,ocean surgeonfish,herb,53
TCRMP,Coculus Rock,2015,10,10,transect,Sparisoma aurofrenatum,redband parrotfish,herb,5
TCRMP,Coculus Rock,2015,10,10,transect,Sparisoma chrysopterum,redtail parrotfish,herb,36
TCRMP,Coculus Rock,2015,10,10,transect,Acanthostracion quadricornis,scrawled cowfish,inv,1
TCRMP,Coculus Rock,2015,10,10,transect,Halichoeres bivittatus,slippery dick,inv,3
TCRMP,Coculus Rock,2015,10,10,transect,Lactophrys triqueter,smooth trunkfish,inv,1
TCRMP,Coculus Rock,2015,10,10,transect,Sparisoma viride,stoplight parrotfish,herb,4
TCRMP,Coculus Rock,2015,10,10,transect,Aulostomus maculatus,trumpetfish,inv,1
TCRMP,Coculus Rock,2015,10,10,transect,Carangoides bartholomaei,yellow jack,pisc,2
TCRMP,Coculus Rock,2015,10,10,transect,Halichoeres garnoti,yellowhead wrasse,inv,74
TCRMP,Coculus Rock,2015,10,10,transect,Sparisoma rubripinne,yellowtail parrotfish,herb,10
TCRMP,Coculus Rock,2015,10,10,transect,Ocyurus chrysurus,yellowtail snapper,pisc,1
TCRMP,College Shoal East,2015,11,1,transect,Chaetodon striatus,banded butterflyfish,inv,1
TCRMP,College Shoal East,2015,11,1,transect,Stegastes partitus,bicolor damselfish,herb,20
TCRMP,College Shoal East,2015,11,1,transect,Myripristis jacobus,blackbar soldierfish,plank,2
TCRMP,College Shoal East,2015,11,1,transect,Chromis cyanea,blue chromis,plank,20
TCRMP,College Shoal East,2015,11,1,transect,Acanthurus coeruleus,blue tang,herb,1
TCRMP,College Shoal East,2015,11,1,transect,Thalassoma bifasciatum,bluehead wrasse,plank,19
TCRMP,College Shoal East,2015,11,1,transect,Clepticus parrae,creole wrasse,plank,1000
TCRMP,College Shoal East,2015,11,1,transect,Paranthias furcifer,creolefish,plank,3
TCRMP,College Shoal East,2015,11,1,transect,Lutjanus jocu,dog snapper,pisc,1
TCRMP,College Shoal East,2015,11,1,transect,Gramma loreto,fairy basslet,inv,4
TCRMP,College Shoal East,2015,11,1,transect,Chaetodon capistratus,foureye butterflyfish,inv,8
TCRMP,College Shoal East,2015,11,1,transect,Lachnolaimus maximus,hogfish,inv,1
TCRMP,College Shoal East,2015,11,1,transect,Caranx latus,horse-eye jack,pisc,1
TCRMP,College Shoal East,2015,11,1,transect,Acanthurus bahianus,ocean surgeonfish,herb,3
TCRMP,College Shoal East,2015,11,1,transect,Scarus taeniopterus,princess parrotfish,herb,5
TCRMP,College Shoal East,2015,11,1,transect,Holacanthus ciliaris,queen angelfish,inv,1
TCRMP,College Shoal East,2015,11,1,transect,Lactophrys triqueter,smooth trunkfish,inv,1
TCRMP,College Shoal East,2015,11,1,transect,Pseudupeneus maculatus,spotted goatfish,inv,1
TCRMP,College Shoal East,2015,11,1,transect,Sparisoma viride,stoplight parrotfish,herb,1
TCRMP,College Shoal East,2015,11,1,transect,Scarus iseri,striped parrotfish,herb,4
TCRMP,College Shoal East,2015,11,1,transect,Halichoeres garnoti,yellowhead wrasse,inv,1
TCRMP,College Shoal East,2015,11,2,transect,Caranx ruber,bar jack,inv,2
TCRMP,College Shoal East,2015,11,2,transect,Kyphosus sectatrix,Bermuda chub,herb,1
TCRMP,College Shoal East,2015,11,2,transect,Stegastes partitus,bicolor damselfish,herb,15
TCRMP,College Shoal East,2015,11,2,transect,Myripristis jacobus,blackbar soldierfish,plank,1
TCRMP,College Shoal East,2015,11,2,transect,Chromis cyanea,blue chromis,plank,10
TCRMP,College Shoal East,2015,11,2,transect,Thalassoma bifasciatum,bluehead wrasse,plank,25
TCRMP,College Shoal East,2015,11,2,transect,Scomberomorus regalis,cero,pisc,1
TCRMP,College Shoal East,2015,11,2,transect,Clepticus parrae,creole wrasse,plank,500
TCRMP,College Shoal East,2015,11,2,transect,Lutjanus cyanopterus,cubera snapper,pisc,2
TCRMP,College Shoal East,2015,11,2,transect,Lutjanus jocu,dog snapper,pisc,1
TCRMP,College Shoal East,2015,11,2,transect,Gramma loreto,fairy basslet,inv,1
TCRMP,College Shoal East,2015,11,2,transect,Chaetodon capistratus,foureye butterflyfish,inv,1
TCRMP,College Shoal East,2015,11,2,transect,Caranx latus,horse-eye jack,pisc,6
TCRMP,College Shoal East,2015,11,2,transect,Pterois volitans,lionfish,pisc,1
TCRMP,College Shoal East,2015,11,2,transect,Prognathodes aculeatus,longsnout butterflyfish,inv,1
TCRMP,College Shoal East,2015,11,2,transect,Acanthurus bahianus,ocean surgeonfish,herb,4
TCRMP,College Shoal East,2015,11,2,transect,Scarus taeniopterus,princess parrotfish,herb,22
TCRMP,College Shoal East,2015,11,2,transect,Holacanthus ciliaris,queen angelfish,inv,1
TCRMP,College Shoal East,2015,11,2,transect,Scarus vetula,queen parrotfish,herb,1
TCRMP,College Shoal East,2015,11,2,transect,Sparisoma aurofrenatum,redband parrotfish,herb,5
TCRMP,College Shoal East,2015,11,2,transect,Lutjanus apodus,schoolmaster,inv,1
TCRMP,College Shoal East,2015,11,2,transect,Bodianus rufus,Spanish hogfish,inv,1
TCRMP,College Shoal East,2015,11,2,transect,Sparisoma viride,stoplight parrotfish,herb,2
TCRMP,College Shoal East,2015,11,2,transect,Scarus iseri,striped parrotfish,herb,2
TCRMP,College Shoal East,2015,11,2,transect,Mycteroperca venenosa,yellowfin grouper,pisc,1
TCRMP,College Shoal East,2015,11,2,transect,Ocyurus chrysurus,yellowtail snapper,pisc,1
TCRMP,College Shoal East,2015,11,3,transect,Kyphosus sectatrix,Bermuda chub,herb,1
TCRMP,College Shoal East,2015,11,3,transect,Stegastes partitus,bicolor damselfish,herb,8
TCRMP,College Shoal East,2015,11,3,transect,Melichthys niger,black durgon,plank,7
TCRMP,College Shoal East,2015,11,3,transect,Caranx lugubris,black jack,pisc,1
TCRMP,College Shoal East,2015,11,3,transect,Acanthurus coeruleus,blue tang,herb,1
TCRMP,College Shoal East,2015,11,3,transect,Thalassoma bifasciatum,bluehead wrasse,plank,13
TCRMP,College Shoal East,2015,11,3,transect,Scomberomorus regalis,cero,pisc,1
TCRMP,College Shoal East,2015,11,3,transect,Clepticus parrae,creole wrasse,plank,550
TCRMP,College Shoal East,2015,11,3,transect,Lutjanus jocu,dog snapper,pisc,1
TCRMP,College Shoal East,2015,11,3,transect,Chaetodon capistratus,foureye butterflyfish,inv,3
TCRMP,College Shoal East,2015,11,3,transect,Pomacanthus arcuatus,gray angel,inv,1
TCRMP,College Shoal East,2015,11,3,transect,Lachnolaimus maximus,hogfish,inv,1
TCRMP,College Shoal East,2015,11,3,transect,Prognathodes aculeatus,longsnout butterflyfish,inv,1
TCRMP,College Shoal East,2015,11,3,transect,Acanthurus bahianus,ocean surgeonfish,herb,4
TCRMP,College Shoal East,2015,11,3,transect,Scarus taeniopterus,princess parrotfish,herb,12
TCRMP,College Shoal East,2015,11,3,transect,Sparisoma aurofrenatum,redband parrotfish,herb,3
TCRMP,College Shoal East,2015,11,3,transect,Sparisoma viride,stoplight parrotfish,herb,1
TCRMP,College Shoal East,2015,11,3,transect,Mycteroperca tigris,tiger grouper,pisc,1
TCRMP,College Shoal East,2015,11,3,transect,Hypoplectrus chlorurus,yellowtail hamlet,inv,1
TCRMP,College Shoal East,2015,11,3,transect,Ocyurus chrysurus,yellowtail snapper,pisc,1
TCRMP,College Shoal East,2015,9,4,transect,Caranx ruber,bar jack,inv,150
TCRMP,College Shoal East,2015,9,4,transect,Hypoplectrus puella,barred hamlet,inv,1
TCRMP,College Shoal East,2015,9,4,transect,Stegastes leucostictus,beaugregory,herb,1
TCRMP,College Shoal East,2015,9,4,transect,Stegastes partitus,bicolor damselfish,herb,15
TCRMP,College Shoal East,2015,9,4,transect,Melichthys niger,black durgon,plank,5
TCRMP,College Shoal East,2015,9,4,transect,Myripristis jacobus,blackbar soldierfish,plank,1
TCRMP,College Shoal East,2015,9,4,transect,Chromis cyanea,blue chromis,plank,9
TCRMP,College Shoal East,2015,9,4,transect,Acanthurus coeruleus,blue tang,herb,2
TCRMP,College Shoal East,2015,9,4,transect,Thalassoma bifasciatum,bluehead wrasse,plank,33
TCRMP,College Shoal East,2015,9,4,transect,Chromis multilineata,brown chromis,plank,1
TCRMP,College Shoal East,2015,9,4,transect,Halichoeres maculipinna,clown wrasse,inv,3
TCRMP,College Shoal East,2015,9,4,transect,Gramma loreto,fairy basslet,inv,2
TCRMP,College Shoal East,2015,9,4,transect,Chaetodon capistratus,foureye butterflyfish,inv,2
TCRMP,College Shoal East,2015,9,4,transect,Lachnolaimus maximus,hogfish,inv,1
TCRMP,College Shoal East,2015,9,4,transect,Caranx latus,horse-eye jack,pisc,1
TCRMP,College Shoal East,2015,9,4,transect,Pterois volitans,lionfish,pisc,1
TCRMP,College Shoal East,2015,9,4,transect,Holocentrus rufus,longspine squirrelfish,inv,1
TCRMP,College Shoal East,2015,9,4,transect,Acanthurus bahianus,ocean surgeonfish,herb,2
TCRMP,College Shoal East,2015,9,4,transect,Canthidermis sufflamen,ocean triggerfish,plank,1
TCRMP,College Shoal East,2015,9,4,transect,Scarus taeniopterus,princess parrotfish,herb,2
TCRMP,College Shoal East,2015,9,4,transect,Halichoeres radiatus,puddingwife,inv,1
TCRMP,College Shoal East,2015,9,4,transect,Scarus vetula,queen parrotfish,herb,1
TCRMP,College Shoal East,2015,9,4,transect,Sparisoma aurofrenatum,redband parrotfish,herb,5
TCRMP,College Shoal East,2015,9,4,transect,Holacanthus tricolor,rock beauty,inv,1
TCRMP,College Shoal East,2015,9,4,transect,Canthigaster rostrata,sharpnose puffer,inv,3
TCRMP,College Shoal East,2015,9,4,transect,Sparisoma viride,stoplight parrotfish,herb,1
TCRMP,College Shoal East,2015,9,4,transect,Scarus iseri,striped parrotfish,herb,31
TCRMP,College Shoal East,2015,9,4,transect,Mycteroperca tigris,tiger grouper,pisc,2
TCRMP,College Shoal East,2015,9,4,transect,Mulloidichthys martinicus,yellow goatfish,inv,1
TCRMP,College Shoal East,2015,9,4,transect,Halichoeres garnoti,yellowhead wrasse,inv,6
TCRMP,College Shoal East,2015,9,4,transect,Ocyurus chrysurus,yellowtail snapper,pisc,1
TCRMP,College Shoal East,2015,9,5,transect,Caranx ruber,bar jack,inv,1
TCRMP,College Shoal East,2015,9,5,transect,Stegastes partitus,bicolor damselfish,herb,11
TCRMP,College Shoal East,2015,9,5,transect,Myripristis jacobus,blackbar soldierfish,plank,1
TCRMP,College Shoal East,2015,9,5,transect,Chromis cyanea,blue chromis,plank,10
TCRMP,College Shoal East,2015,9,5,transect,Acanthurus coeruleus,blue tang,herb,3
TCRMP,College Shoal East,2015,9,5,transect,Thalassoma bifasciatum,bluehead wrasse,plank,12
TCRMP,College Shoal East,2015,9,5,transect,Haemulon sciurus,bluestriped grunt,inv,1
TCRMP,College Shoal East,2015,9,5,transect,Halichoeres maculipinna,clown wrasse,inv,11
TCRMP,College Shoal East,2015,9,5,transect,Gramma loreto,fairy basslet,inv,1
TCRMP,College Shoal East,2015,9,5,transect,Chaetodon capistratus,foureye butterflyfish,inv,3
TCRMP,College Shoal East,2015,9,5,transect,Acanthurus bahianus,ocean surgeonfish,herb,8
TCRMP,College Shoal East,2015,9,5,transect,Sparisoma aurofrenatum,redband parrotfish,herb,9
TCRMP,College Shoal East,2015,9,5,transect,Canthigaster rostrata,sharpnose puffer,inv,1
TCRMP,College Shoal East,2015,9,5,transect,Bodianus rufus,Spanish hogfish,inv,1
TCRMP,College Shoal East,2015,9,5,transect,Sparisoma viride,stoplight parrotfish,herb,2
TCRMP,College Shoal East,2015,9,5,transect,Scarus iseri,striped parrotfish,herb,15
TCRMP,College Shoal East,2015,9,5,transect,Halichoeres garnoti,yellowhead wrasse,inv,2
TCRMP,College Shoal East,2015,9,5,transect,Hypoplectrus chlorurus,yellowtail hamlet,inv,1
TCRMP,College Shoal East,2015,11,6,transect,Caranx ruber,bar jack,inv,2
TCRMP,College Shoal East,2015,11,6,transect,Kyphosus sectatrix,Bermuda chub,herb,1
