"","spname","spcode","trophicgroup","minsize_cm","maxsize_cm","psu","depth_m","relief_m","mpa","density","presabs","prot"
"416","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5438_2019",20.1168,-1.02861991684807,NA,5,1,"unprotected"
"417","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5438_2021",28.956,-2.30258509299405,NA,0,0,"unprotected"
"418","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5439_2019",14.9352,0.0953101798043249,NA,4,1,"unprotected"
"419","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5441_2019",6.096,-2.25379492882461,NA,26,1,"unprotected"
"420","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5443_2019",21.9456,-2.18480205733766,NA,0,0,"unprotected"
"421","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5443_2021",7.1628,0.0884686479876082,NA,7.5,1,"unprotected"
"422","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5444_2019",18.288,0.979453306831795,NA,0,0,"unprotected"
"423","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5444_2021",8.8392,-0.869884359059999,NA,0,0,"unprotected"
"424","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5445_2019",9.6012,-2.09964424899736,NA,0,0,"unprotected"
"425","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5449_2021",21.0312,-1.95545556189884,NA,0,0,"unprotected"
"426","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5450_2019",15.5448,-0.0539283420255556,NA,3,1,"unprotected"
"427","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5450_2021",28.194,-1.16395112997645,NA,4,1,"unprotected"
"428","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5451_2019",17.6784,-0.527632742082372,NA,1.5,1,"unprotected"
"429","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5451_2021",2.7432,-1.1695713776086,NA,1.5,1,"unprotected"
"430","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5452_2019",26.9748,-1.85629799036563,NA,0,0,"unprotected"
"431","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5453_2019",14.1732,0.601579987034455,NA,2,1,"unprotected"
"432","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5457_2021",14.0208,-2.07944154167984,NA,0,0,"unprotected"
"433","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5459_2021",8.0772,-2.13073483606739,NA,5,1,"unprotected"
"434","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5461_2021",21.1836,-2.18480205733766,NA,4.5,1,"unprotected"
"435","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5464_2021",12.0396,0.13867439468776,NA,3,1,"unprotected"
"436","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5465_2021",8.382,-1.19567400151124,NA,0,0,"unprotected"
"437","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5466_2021",21.4884,-0.987518241162523,NA,2.5,1,"unprotected"
"438","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5467_2021",9.4488,-1.32802545299591,NA,0,0,"unprotected"
"439","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5468_2021",3.5052,-2.07944154167984,NA,0,0,"unprotected"
"440","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5469_2021",23.4696,-2.21870360901334,NA,0,0,"unprotected"
"441","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5470_2021",25.7556,-2.16282315061889,NA,0.5,1,"unprotected"
"442","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5471_2021",22.098,-2.17375222115108,NA,0,0,"unprotected"
"443","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5473_2021",29.1084,-1.82946133641207,NA,11.5,1,"unprotected"
"444","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5474_2021",17.8308,0.408294435118324,NA,1.5,1,"unprotected"
"445","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"5475_2021",11.2776,-1.67397643357167,NA,0,0,"unprotected"
"446","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6000_2017",9.2964,-0.52932909533055,NA,3.5,1,"unprotected"
"447","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6001_2017",8.0772,-1.81707727721234,NA,5,1,"unprotected"
"448","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6003_2017",9.144,0.388149385898477,"VICRNM",1,1,"protected"
"449","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6004_2017",2.7432,-1.63475572041839,"VICRNM",0,0,"protected"
"450","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6005_2017",4.2672,-0.439668429449663,"VIIS",1,1,"protected"
"451","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6006_2017",9.4488,0.564603329446462,"VIIS",6.5,1,"protected"
"452","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6007_2017",4.8768,0.438254930931155,"VIIS",1.5,1,"protected"
"453","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6009_2017",7.0104,-0.504698599042622,NA,7.5,1,"unprotected"
"454","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6013_2017",2.286,-1.06421086195078,NA,1,1,"unprotected"
"455","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6014_2017",7.3152,0.264285494645385,NA,3,1,"unprotected"
"456","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6015_2017",16.3068,-2.10373423424888,NA,3.5,1,"unprotected"
"457","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6016_2017",7.1628,-0.160902589420655,"STEER",1,1,"protected"
"458","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6018_2017",27.5844,-0.814750002319194,NA,4,1,"unprotected"
"459","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6019_2017",28.956,0.0905260266993706,NA,15,1,"unprotected"
"460","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6020_2017",26.8224,-1.30011666487884,"VICRNM",8.5,1,"protected"
"461","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6022_2017",26.0604,-0.372514007968479,NA,3.5,1,"unprotected"
"462","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6023_2017",28.6512,-1.04483458298764,NA,1.5,1,"unprotected"
"463","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6024_2017",19.6596,-0.519403979540863,NA,3.5,1,"unprotected"
"464","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6025_2017",23.3172,-0.735011384658644,"VICRNM",0,0,"protected"
"465","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6026_2017",21.6408,-1.55589714550607,"VICRNM",2.5,1,"protected"
"466","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6027_2017",17.526,0.0485520405821656,"VIIS",15,1,"protected"
"467","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6028_2017",11.2776,-0.887642538285609,"VIIS",15.5,1,"protected"
"468","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6029_2017",15.5448,-0.356674943938732,"VIIS",7.5,1,"protected"
"469","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6030_2017",26.2128,-1.07660620840549,NA,1.5,1,"unprotected"
"470","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6031_2017",19.2024,-0.970878922158558,NA,5,1,"unprotected"
"471","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6032_2017",24.5364,-1.77490235216163,NA,2,1,"unprotected"
"472","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6033_2017",14.9352,-1.38031228944234,NA,0.5,1,"unprotected"
"473","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6034_2017",17.2212,-1.42503518943632,NA,6,1,"unprotected"
"474","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6035_2017",16.764,-0.705725962766805,"STEER",0,0,"protected"
"475","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6036_2017",12.4968,0.179191663785027,"STEER",0,0,"protected"
"476","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6037_2017",29.718,-0.481266821524446,NA,21.5,1,"unprotected"
"477","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6038_2017",29.718,-0.587661672713968,NA,20,1,"unprotected"
"478","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6040_2017",28.0416,-1.89711998488588,NA,29,1,"unprotected"
"479","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6041_2017",27.432,-1.83258146374831,NA,18,1,"unprotected"
"480","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6042_2017",28.0416,-0.00752826642079152,NA,11,1,"unprotected"
"481","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6043_2017",28.8036,-0.584292775647863,NA,18.5,1,"unprotected"
"482","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6044_2017",29.4132,-0.573144388165249,NA,14,1,"unprotected"
"483","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6045_2017",26.3652,-1.22502621352377,NA,15,1,"unprotected"
"484","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6046_2017",23.3172,-1.70237590809337,NA,14.5,1,"unprotected"
"485","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6047_2017",26.67,-0.802683067628252,NA,11,1,"unprotected"
"486","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6048_2017",23.9268,-1.08618976866955,NA,5.5,1,"unprotected"
"487","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6049_2017",27.2796,-1.21234105399645,NA,16,1,"unprotected"
"488","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6050_2017",27.2796,-1.05699061397729,NA,19,1,"unprotected"
"489","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6051_2017",24.6888,-1.52096926444649,NA,31.5,1,"unprotected"
"490","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6052_2017",27.7368,-0.941608539858445,NA,15.5,1,"unprotected"
"491","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6053_2017",25.146,-1.36551182193736,NA,27.5,1,"unprotected"
"492","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6054_2017",25.7556,-1.37140574862614,NA,29.5,1,"unprotected"
"493","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6055_2017",25.908,-1.4167535686046,NA,37.5,1,"unprotected"
"494","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6056_2017",23.1648,-1.09362474715707,NA,19.5,1,"unprotected"
"495","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6057_2017",23.9268,-1.30933331998376,NA,17,1,"unprotected"
"496","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6058_2017",24.9936,-1.22502621352377,NA,25.5,1,"unprotected"
"497","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6059_2017",23.9268,-1.23271527319159,NA,22.5,1,"unprotected"
"498","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6060_2017",23.1648,-2.24196047117761,NA,0,0,"unprotected"
"499","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6062_2017",27.432,-2.30258509299405,NA,0,0,"unprotected"
"500","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6063_2017",18.1356,-2.24196047117761,NA,0,0,"unprotected"
"501","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6064_2017",22.098,-1.44816976483798,NA,13,1,"unprotected"
"502","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6065_2017",21.9456,-2.24196047117761,"VICRNM",0,0,"protected"
"503","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6066_2017",23.3172,-2.30258509299405,"VICRNM",0,0,"protected"
"504","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6067_2017",21.7932,-1.42451557394009,"VICRNM",0,0,"protected"
"505","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6068_2017",21.1836,-1.95545556189884,"VICRNM",2,1,"protected"
"506","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6070_2017",19.9644,-2.16282315061889,"VICRNM",0,0,"protected"
"507","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6071_2017",22.5552,-2.24196047117761,"VICRNM",0,0,"protected"
"508","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6073_2017",22.5552,-1.68739945390381,"VICRNM",0,0,"protected"
"509","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6074_2017",26.8224,-2.24196047117761,NA,1.5,1,"unprotected"
"510","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6075_2017",17.6784,-1.62964061975162,"VIIS",0,0,"protected"
"511","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6076_2017",21.4884,-2.18480205733766,"VIIS",0,0,"protected"
"512","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6077_2017",22.2504,-2.00248050054371,"VIIS",1.5,1,"protected"
"513","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6079_2017",19.2024,-2.29016257299549,"VIIS",1,1,"protected"
"514","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6080_2017",20.574,-1.93102153656156,"VIIS",2.5,1,"protected"
"515","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6081_2017",19.812,-2.20727491318972,"VIIS",0,0,"protected"
"516","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6082_2017",20.2692,-2.23026443141442,"VIIS",0,0,"protected"
"517","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6084_2017",9.4488,-1.53944554061407,"VIIS",5,1,"protected"
"518","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6085_2017",26.9748,-2.29016257299549,NA,0,0,"unprotected"
"519","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6086_2017",25.146,-2.04988273943829,NA,2,1,"unprotected"
"520","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6087_2017",25.146,-1.6157075254477,NA,0,0,"unprotected"
"521","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6088_2017",28.8036,-2.23026443141442,NA,0,0,"unprotected"
"522","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6089_2017",20.2692,-1.70100510595959,NA,4.5,1,"unprotected"
"523","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6090_2017",19.6596,-1.17603343563669,NA,4.5,1,"unprotected"
"524","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6092_2017",18.7452,-2.30258509299405,NA,0,0,"unprotected"
"525","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6093_2017",28.4988,-2.13073483606739,NA,1,1,"unprotected"
"526","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6094_2017",27.5844,-0.685675165721244,NA,6.5,1,"unprotected"
"527","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6095_2017",26.5176,-1.77342851254333,NA,6.5,1,"unprotected"
"528","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6096_2017",25.6032,-1.79426259944617,NA,22,1,"unprotected"
"529","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6097_2017",23.1648,-1.16715883120322,NA,10.5,1,"unprotected"
"530","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6098_2017",18.7452,-2.00063036125555,NA,0,0,"unprotected"
"531","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6099_2017",28.194,-2.23026443141442,NA,0,0,"unprotected"
"532","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6101_2017",19.3548,-1.21150107074673,NA,7,1,"unprotected"
"533","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6102_2017",25.908,-1.54881329061767,NA,2,1,"unprotected"
"534","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6103_2017",24.9936,-1.25351324988607,NA,0.5,1,"unprotected"
"535","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6105_2017",23.622,-1.56183893363482,NA,17,1,"unprotected"
"536","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6106_2017",22.5552,-1.6157075254477,NA,5,1,"unprotected"
"537","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6107_2017",25.908,-0.277814253253431,NA,2.5,1,"unprotected"
"538","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6109_2017",29.2608,-0.586537445501687,"VICRNM",10,1,"protected"
"539","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6110_2017",26.0604,-1.06059422148059,"VICRNM",9.5,1,"protected"
"540","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6111_2017",23.622,-0.0386108991276555,"VICRNM",7.5,1,"protected"
"541","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6113_2017",19.2024,-1.68335359538427,NA,2,1,"unprotected"
"542","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6114_2017",13.5636,-1.62455155024415,"VICRNM",0,0,"protected"
"543","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6115_2017",12.192,-0.713349887877465,"VICRNM",5.5,1,"protected"
"544","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6116_2017",15.0876,-0.318828801448618,"VIIS",7.5,1,"protected"
"545","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6117_2017",17.2212,0.243142237820899,"VIIS",1.5,1,"protected"
"546","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6118_2017",19.9644,0.398650273112811,"VIIS",0,0,"protected"
"547","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6119_2017",18.8976,-2.07944154167984,NA,0,0,"unprotected"
"548","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6120_2017",13.1064,-0.515838165589535,NA,1.5,1,"unprotected"
"549","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6121_2017",12.0396,-1.98413136187551,"STEER",1,1,"protected"
"550","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6122_2017",14.1732,-0.830113035633103,"STEER",0.5,1,"protected"
"551","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6123_2017",28.8036,-1.79576749062559,NA,0,0,"unprotected"
"552","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6124_2017",20.574,-1.19155028432738,NA,3.5,1,"unprotected"
"553","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6125_2017",20.7264,-1.94841327927343,NA,0,0,"unprotected"
"554","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6127_2017",29.4132,-1.74296930505862,"VICRNM",0,0,"protected"
"555","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6128_2017",23.3172,-1.153398518363,"VICRNM",1,1,"protected"
"556","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6129_2017",21.4884,-1.31397369954026,"VICRNM",15,1,"protected"
"557","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6130_2017",23.9268,-2.07944154167984,"VICRNM",1.5,1,"protected"
"558","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6131_2017",27.1272,-1.38629436111989,"VICRNM",4,1,"protected"
"559","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6134_2017",20.4216,-0.0147964292427571,"VICRNM",4.5,1,"protected"
"560","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6135_2017",20.4216,0.154436353304419,NA,0.5,1,"unprotected"
"561","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6136_2017",25.7556,-1.50282817737584,NA,3.5,1,"unprotected"
"562","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6137_2017",19.05,-0.461837066579342,NA,0,0,"unprotected"
"563","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6138_2017",17.8308,-1.45243416362444,NA,0,0,"unprotected"
"564","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6139_2017",26.5176,-2.17375222115108,NA,0.5,1,"unprotected"
"565","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6140_2017",11.43,-0.974184710293058,NA,5,1,"unprotected"
"566","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6141_2017",20.7264,-2.07944154167984,"VICRNM",1.5,1,"protected"
"567","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6142_2017",14.9352,-1.51299201416585,"VIIS",3.5,1,"protected"
"568","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6143_2017",12.954,-0.59375443668191,"VIIS",4,1,"protected"
"569","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6144_2017",14.1732,-1.65417380627549,"VIIS",0,0,"protected"
"570","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6146_2017",15.6972,-0.723091056933017,"VIIS",3.5,1,"protected"
"571","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6147_2017",21.1836,-0.928553108446355,"VIIS",0.5,1,"protected"
"572","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6148_2017",11.8872,-0.765717873394781,"VIIS",0,0,"protected"
"573","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6149_2017",18.1356,-1.17259526863368,NA,14,1,"unprotected"
"574","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6150_2017",17.526,-0.993239273088408,NA,13,1,"unprotected"
"575","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6151_2017",13.716,-2.24196047117761,NA,0,0,"unprotected"
"576","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6152_2017",24.0792,-2.12863178587061,NA,0,0,"unprotected"
"577","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6153_2017",21.1836,-2.30258509299405,NA,0,0,"unprotected"
"578","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6156_2017",17.2212,-0.889162064485903,NA,9.5,1,"unprotected"
"579","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6159_2017",17.9832,-0.721032384049481,NA,11.5,1,"unprotected"
"580","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6160_2017",19.6596,-1.24653241874473,NA,9,1,"unprotected"
"581","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6161_2017",13.1064,-1.31118688863309,"STEER",0,0,"protected"
"582","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6162_2017",14.478,-2.12234904269111,"STEER",0,0,"protected"
"583","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6163_2017",20.8788,-2.30258509299405,"STEER",0,0,"protected"
"584","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6164_2017",26.9748,-2.27789248040367,NA,0,0,"unprotected"
"585","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6165_2017",26.5176,-2.23026443141442,NA,0,0,"unprotected"
"586","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6167_2017",27.8892,-1.62201669464096,"VICRNM",5,1,"protected"
"587","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6168_2017",29.718,-1.76317201237614,NA,0,0,"unprotected"
"588","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6169_2017",11.8872,-0.667966882029647,NA,2.5,1,"unprotected"
"589","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6170_2017",26.9748,-2.17375222115108,NA,0,0,"unprotected"
"590","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6171_2017",14.9352,-0.679244275390954,NA,0.5,1,"unprotected"
"591","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6173_2017",20.2692,1.00750161192754,"VICRNM",2.5,1,"protected"
"592","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6175_2017",11.5824,-0.859939935736273,"VIIS",2.5,1,"protected"
"593","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6176_2017",13.716,-1.93794197940614,"VIIS",0,0,"protected"
"594","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6177_2017",16.764,-1.06929623433406,NA,18,1,"unprotected"
"595","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6179_2017",23.0124,0.185649346886629,NA,8,1,"unprotected"
"596","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6181_2017",17.3736,-1.18662416599132,"STEER",3,1,"protected"
"597","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6182_2017",10.9728,-1.64377059151461,"STEER",0,0,"protected"
"598","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6183_2017",5.9436,-0.391192448821446,NA,0,0,"unprotected"
"599","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6184_2017",5.0292,-0.715392789507265,NA,0,0,"unprotected"
"600","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6185_2017",12.8016,0.260150276943306,"VICRNM",0.5,1,"protected"
"601","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6186_2017",12.6492,0.433080275141138,"VICRNM",0,0,"protected"
"602","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6187_2017",5.7912,-0.326769461159828,"VICRNM",4,1,"protected"
"603","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6188_2017",8.0772,-0.101271664193792,"VICRNM",0.5,1,"protected"
"604","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6189_2017",8.0772,-0.240957532278912,"VIIS",1.5,1,"protected"
"605","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6191_2017",1.6764,-1.98413136187551,"VIIS",10,1,"protected"
"606","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6192_2017",8.2296,-1.45886505395473,NA,1.5,1,"unprotected"
"607","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6193_2017",8.5344,-1.46750441654543,NA,0,0,"unprotected"
"608","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6194_2017",5.7912,-0.355782485155713,NA,1,1,"unprotected"
"609","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6195_2017",3.5052,-1.4961092271271,NA,0,0,"unprotected"
"610","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6196_2017",2.4384,-1.51412773262978,"STEER",0,0,"protected"
"611","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6197_2017",12.4968,-0.137826316907403,"STEER",1,1,"protected"
"612","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6198_2017",2.1336,-0.781978394266561,"STEER",0,0,"protected"
"613","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6199_2017",11.1252,0.745502410893874,NA,5,1,"unprotected"
"614","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6200_2017",4.2672,-0.500462836730444,NA,11,1,"unprotected"
"615","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6201_2017",5.0292,-1.2165515865328,"VIIS",4,1,"protected"
"616","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6202_2017",5.0292,-1.11169752821677,"VIIS",6.5,1,"protected"
"617","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6203_2017",11.7348,-2.0344681760371,NA,0,0,"unprotected"
"618","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6206_2017",3.3528,-1.03352704201218,NA,1.5,1,"unprotected"
"619","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6207_2017",3.2004,-1.72597172869005,"VICRNM",0,0,"protected"
"620","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6208_2017",2.7432,-1.22162773956466,"VICRNM",2.5,1,"protected"
"621","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6209_2017",4.1148,-0.790208893403077,"VIIS",6,1,"protected"
"622","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6210_2017",5.1816,-1.2801341652915,"VIIS",10,1,"protected"
"623","Scarus taeniopterus","SCA TAEN","herbivore",5,33,"6212_2017",12.6492,-1.14727746064939,NA,0.5,1,"unprotected"
